job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id
1248,block-0416,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,1,10012,current_frame,1,Base_ConstructionPedestrian_0012__s1__current_frame
1249,block-0416,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,1,10012,baseline,2,Base_ConstructionPedestrian_0012__s1__baseline
1250,block-0416,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,1,10012,temporal,3,Base_ConstructionPedestrian_0012__s1__temporal
1251,block-0417,Generalization_ObscuredStop_1045,ObscuredStop_045,Generalization,2,20045,baseline,1,Generalization_ObscuredStop_1045__s2__baseline
1252,block-0417,Generalization_ObscuredStop_1045,ObscuredStop_045,Generalization,2,20045,temporal,2,Generalization_ObscuredStop_1045__s2__temporal
1253,block-0417,Generalization_ObscuredStop_1045,ObscuredStop_045,Generalization,2,20045,current_frame,3,Generalization_ObscuredStop_1045__s2__current_frame
1254,block-0418,Base_Wall_0095,Wall_095,Base,1,10095,temporal,1,Base_Wall_0095__s1__temporal
1255,block-0418,Base_Wall_0095,Wall_095,Base,1,10095,current_frame,2,Base_Wall_0095__s1__current_frame
1256,block-0418,Base_Wall_0095,Wall_095,Base,1,10095,baseline,3,Base_Wall_0095__s1__baseline
1257,block-0419,Generalization_BadParking_1003,BadParking_003,Generalization,2,20003,baseline,1,Generalization_BadParking_1003__s2__baseline
1258,block-0419,Generalization_BadParking_1003,BadParking_003,Generalization,2,20003,temporal,2,Generalization_BadParking_1003__s2__temporal
1259,block-0419,Generalization_BadParking_1003,BadParking_003,Generalization,2,20003,current_frame,3,Generalization_BadParking_1003__s2__current_frame
1260,block-0420,Base_CustomObstacles_0026,CustomObstacles_026,Base,2,20026,current_frame,1,Base_CustomObstacles_0026__s2__current_frame
1261,block-0420,Base_CustomObstacles_0026,CustomObstacles_026,Base,2,20026,temporal,2,Base_CustomObstacles_0026__s2__temporal
1262,block-0420,Base_CustomObstacles_0026,CustomObstacles_026,Base,2,20026,baseline,3,Base_CustomObstacles_0026__s2__baseline
1263,block-0421,Base_FullyBlocked_0031,FullyBlocked_031,Base,3,30031,current_frame,1,Base_FullyBlocked_0031__s3__current_frame
1264,block-0421,Base_FullyBlocked_0031,FullyBlocked_031,Base,3,30031,temporal,2,Base_FullyBlocked_0031__s3__temporal
1265,block-0421,Base_FullyBlocked_0031,FullyBlocked_031,Base,3,30031,baseline,3,Base_FullyBlocked_0031__s3__baseline
1266,block-0422,Generalization_RightOfWay_1056,RightOfWay_056,Generalization,1,10056,current_frame,1,Generalization_RightOfWay_1056__s1__current_frame
1267,block-0422,Generalization_RightOfWay_1056,RightOfWay_056,Generalization,1,10056,baseline,2,Generalization_RightOfWay_1056__s1__baseline
1268,block-0422,Generalization_RightOfWay_1056,RightOfWay_056,Generalization,1,10056,temporal,3,Generalization_RightOfWay_1056__s1__temporal
1269,block-0423,Base_OppositeConstruction_0052,OppositeConstruction_052,Base,2,20052,baseline,1,Base_OppositeConstruction_0052__s2__baseline
1270,block-0423,Base_OppositeConstruction_0052,OppositeConstruction_052,Base,2,20052,temporal,2,Base_OppositeConstruction_0052__s2__temporal
1271,block-0423,Base_OppositeConstruction_0052,OppositeConstruction_052,Base,2,20052,current_frame,3,Base_OppositeConstruction_0052__s2__current_frame
1272,block-0424,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,3,30012,temporal,1,Base_ConstructionPedestrian_0012__s3__temporal
1273,block-0424,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,3,30012,baseline,2,Base_ConstructionPedestrian_0012__s3__baseline
1274,block-0424,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,3,30012,current_frame,3,Base_ConstructionPedestrian_0012__s3__current_frame
1275,block-0425,Base_CustomObstacles_0028,CustomObstacles_028,Base,3,30028,baseline,1,Base_CustomObstacles_0028__s3__baseline
1276,block-0425,Base_CustomObstacles_0028,CustomObstacles_028,Base,3,30028,temporal,2,Base_CustomObstacles_0028__s3__temporal
1277,block-0425,Base_CustomObstacles_0028,CustomObstacles_028,Base,3,30028,current_frame,3,Base_CustomObstacles_0028__s3__current_frame
1278,block-0426,Base_CustomObstacles_0025,CustomObstacles_025,Base,1,10025,temporal,1,Base_CustomObstacles_0025__s1__temporal
1279,block-0426,Base_CustomObstacles_0025,CustomObstacles_025,Base,1,10025,baseline,2,Base_CustomObstacles_0025__s1__baseline
1280,block-0426,Base_CustomObstacles_0025,CustomObstacles_025,Base,1,10025,current_frame,3,Base_CustomObstacles_0025__s1__current_frame
1281,block-0427,Base_CustomObstacles_0029,CustomObstacles_029,Base,2,20029,current_frame,1,Base_CustomObstacles_0029__s2__current_frame
1282,block-0427,Base_CustomObstacles_0029,CustomObstacles_029,Base,2,20029,temporal,2,Base_CustomObstacles_0029__s2__temporal
1283,block-0427,Base_CustomObstacles_0029,CustomObstacles_029,Base,2,20029,baseline,3,Base_CustomObstacles_0029__s2__baseline
1284,block-0428,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,1,10064,baseline,1,Generalization_PassableObstacles_1064__s1__baseline
1285,block-0428,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,1,10064,current_frame,2,Generalization_PassableObstacles_1064__s1__current_frame
1286,block-0428,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,1,10064,temporal,3,Generalization_PassableObstacles_1064__s1__temporal
1287,block-0429,Generalization_PedestrianCrowd_1067,PedestrianCrowd_067,Generalization,1,10067,current_frame,1,Generalization_PedestrianCrowd_1067__s1__current_frame
1288,block-0429,Generalization_PedestrianCrowd_1067,PedestrianCrowd_067,Generalization,1,10067,temporal,2,Generalization_PedestrianCrowd_1067__s1__temporal
1289,block-0429,Generalization_PedestrianCrowd_1067,PedestrianCrowd_067,Generalization,1,10067,baseline,3,Generalization_PedestrianCrowd_1067__s1__baseline
1290,block-0430,Base_RightOfWay_0056,RightOfWay_056,Base,3,30056,current_frame,1,Base_RightOfWay_0056__s3__current_frame
1291,block-0430,Base_RightOfWay_0056,RightOfWay_056,Base,3,30056,baseline,2,Base_RightOfWay_0056__s3__baseline
1292,block-0430,Base_RightOfWay_0056,RightOfWay_056,Base,3,30056,temporal,3,Base_RightOfWay_0056__s3__temporal
1293,block-0431,Base_HardBrake_0036,HardBrake_036,Base,2,20036,temporal,1,Base_HardBrake_0036__s2__temporal
1294,block-0431,Base_HardBrake_0036,HardBrake_036,Base,2,20036,baseline,2,Base_HardBrake_0036__s2__baseline
1295,block-0431,Base_HardBrake_0036,HardBrake_036,Base,2,20036,current_frame,3,Base_HardBrake_0036__s2__current_frame
1296,block-0432,Base_BadParking_0007,BadParking_007,Base,1,10007,baseline,1,Base_BadParking_0007__s1__baseline
1297,block-0432,Base_BadParking_0007,BadParking_007,Base,1,10007,temporal,2,Base_BadParking_0007__s1__temporal
1298,block-0432,Base_BadParking_0007,BadParking_007,Base,1,10007,current_frame,3,Base_BadParking_0007__s1__current_frame
1299,block-0433,Generalization_PedestriansOnRoad_1089,PedestriansOnRoad_089,Generalization,3,30089,temporal,1,Generalization_PedestriansOnRoad_1089__s3__temporal
1300,block-0433,Generalization_PedestriansOnRoad_1089,PedestriansOnRoad_089,Generalization,3,30089,baseline,2,Generalization_PedestriansOnRoad_1089__s3__baseline
1301,block-0433,Generalization_PedestriansOnRoad_1089,PedestriansOnRoad_089,Generalization,3,30089,current_frame,3,Generalization_PedestriansOnRoad_1089__s3__current_frame
1302,block-0434,Base_PedestrianOtherBlocker_0074,PedestrianOtherBlocker_074,Base,1,10074,current_frame,1,Base_PedestrianOtherBlocker_0074__s1__current_frame
1303,block-0434,Base_PedestrianOtherBlocker_0074,PedestrianOtherBlocker_074,Base,1,10074,baseline,2,Base_PedestrianOtherBlocker_0074__s1__baseline
1304,block-0434,Base_PedestrianOtherBlocker_0074,PedestrianOtherBlocker_074,Base,1,10074,temporal,3,Base_PedestrianOtherBlocker_0074__s1__temporal
1305,block-0435,Base_RightOfWay_0059,RightOfWay_059,Base,2,20059,temporal,1,Base_RightOfWay_0059__s2__temporal
1306,block-0435,Base_RightOfWay_0059,RightOfWay_059,Base,2,20059,current_frame,2,Base_RightOfWay_0059__s2__current_frame
1307,block-0435,Base_RightOfWay_0059,RightOfWay_059,Base,2,20059,baseline,3,Base_RightOfWay_0059__s2__baseline
1308,block-0436,Base_OppositeConstruction_0052,OppositeConstruction_052,Base,3,30052,temporal,1,Base_OppositeConstruction_0052__s3__temporal
1309,block-0436,Base_OppositeConstruction_0052,OppositeConstruction_052,Base,3,30052,baseline,2,Base_OppositeConstruction_0052__s3__baseline
1310,block-0436,Base_OppositeConstruction_0052,OppositeConstruction_052,Base,3,30052,current_frame,3,Base_OppositeConstruction_0052__s3__current_frame
1311,block-0437,Base_PedestrianOtherBlocker_0070,PedestrianOtherBlocker_070,Base,1,10070,baseline,1,Base_PedestrianOtherBlocker_0070__s1__baseline
1312,block-0437,Base_PedestrianOtherBlocker_0070,PedestrianOtherBlocker_070,Base,1,10070,temporal,2,Base_PedestrianOtherBlocker_0070__s1__temporal
1313,block-0437,Base_PedestrianOtherBlocker_0070,PedestrianOtherBlocker_070,Base,1,10070,current_frame,3,Base_PedestrianOtherBlocker_0070__s1__current_frame
1314,block-0438,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,2,20034,temporal,1,Generalization_FullyBlocked_1034__s2__temporal
1315,block-0438,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,2,20034,current_frame,2,Generalization_FullyBlocked_1034__s2__current_frame
1316,block-0438,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,2,20034,baseline,3,Generalization_FullyBlocked_1034__s2__baseline
1317,block-0439,Generalization_Wall_1098,Wall_098,Generalization,2,20098,current_frame,1,Generalization_Wall_1098__s2__current_frame
1318,block-0439,Generalization_Wall_1098,Wall_098,Generalization,2,20098,temporal,2,Generalization_Wall_1098__s2__temporal
1319,block-0439,Generalization_Wall_1098,Wall_098,Generalization,2,20098,baseline,3,Generalization_Wall_1098__s2__baseline
1320,block-0440,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,3,30066,baseline,1,Base_PedestrianCrowd_0066__s3__baseline
1321,block-0440,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,3,30066,temporal,2,Base_PedestrianCrowd_0066__s3__temporal
1322,block-0440,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,3,30066,current_frame,3,Base_PedestrianCrowd_0066__s3__current_frame
1323,block-0441,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,2,20058,baseline,1,Generalization_RightOfWay_1058__s2__baseline
1324,block-0441,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,2,20058,current_frame,2,Generalization_RightOfWay_1058__s2__current_frame
1325,block-0441,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,2,20058,temporal,3,Generalization_RightOfWay_1058__s2__temporal
1326,block-0442,Base_Animals_0082,Animals_082,Base,3,30082,current_frame,1,Base_Animals_0082__s3__current_frame
1327,block-0442,Base_Animals_0082,Animals_082,Base,3,30082,baseline,2,Base_Animals_0082__s3__baseline
1328,block-0442,Base_Animals_0082,Animals_082,Base,3,30082,temporal,3,Base_Animals_0082__s3__temporal
1329,block-0443,Base_RightOfWay_0055,RightOfWay_055,Base,1,10055,baseline,1,Base_RightOfWay_0055__s1__baseline
1330,block-0443,Base_RightOfWay_0055,RightOfWay_055,Base,1,10055,current_frame,2,Base_RightOfWay_0055__s1__current_frame
1331,block-0443,Base_RightOfWay_0055,RightOfWay_055,Base,1,10055,temporal,3,Base_RightOfWay_0055__s1__temporal
1332,block-0444,Generalization_CustomObstacles_1021,CustomObstacles_021,Generalization,3,30021,temporal,1,Generalization_CustomObstacles_1021__s3__temporal
1333,block-0444,Generalization_CustomObstacles_1021,CustomObstacles_021,Generalization,3,30021,baseline,2,Generalization_CustomObstacles_1021__s3__baseline
1334,block-0444,Generalization_CustomObstacles_1021,CustomObstacles_021,Generalization,3,30021,current_frame,3,Generalization_CustomObstacles_1021__s3__current_frame
1335,block-0445,Generalization_RightOfWay_1059,RightOfWay_059,Generalization,3,30059,baseline,1,Generalization_RightOfWay_1059__s3__baseline
1336,block-0445,Generalization_RightOfWay_1059,RightOfWay_059,Generalization,3,30059,current_frame,2,Generalization_RightOfWay_1059__s3__current_frame
1337,block-0445,Generalization_RightOfWay_1059,RightOfWay_059,Generalization,3,30059,temporal,3,Generalization_RightOfWay_1059__s3__temporal
1338,block-0446,Generalization_ImageOnObject_1042,ImageOnObject_042,Generalization,1,10042,current_frame,1,Generalization_ImageOnObject_1042__s1__current_frame
1339,block-0446,Generalization_ImageOnObject_1042,ImageOnObject_042,Generalization,1,10042,temporal,2,Generalization_ImageOnObject_1042__s1__temporal
1340,block-0446,Generalization_ImageOnObject_1042,ImageOnObject_042,Generalization,1,10042,baseline,3,Generalization_ImageOnObject_1042__s1__baseline
1341,block-0447,Generalization_Animals_1083,Animals_083,Generalization,1,10083,baseline,1,Generalization_Animals_1083__s1__baseline
1342,block-0447,Generalization_Animals_1083,Animals_083,Generalization,1,10083,temporal,2,Generalization_Animals_1083__s1__temporal
1343,block-0447,Generalization_Animals_1083,Animals_083,Generalization,1,10083,current_frame,3,Generalization_Animals_1083__s1__current_frame
1344,block-0448,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,2,20066,current_frame,1,Base_PedestrianCrowd_0066__s2__current_frame
1345,block-0448,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,2,20066,baseline,2,Base_PedestrianCrowd_0066__s2__baseline
1346,block-0448,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,2,20066,temporal,3,Base_PedestrianCrowd_0066__s2__temporal
1347,block-0449,Generalization_PedestrianCrowd_1069,PedestrianCrowd_069,Generalization,2,20069,baseline,1,Generalization_PedestrianCrowd_1069__s2__baseline
1348,block-0449,Generalization_PedestrianCrowd_1069,PedestrianCrowd_069,Generalization,2,20069,current_frame,2,Generalization_PedestrianCrowd_1069__s2__current_frame
1349,block-0449,Generalization_PedestrianCrowd_1069,PedestrianCrowd_069,Generalization,2,20069,temporal,3,Generalization_PedestrianCrowd_1069__s2__temporal
1350,block-0450,Generalization_RightConstruction_1093,RightConstruction_093,Generalization,3,30093,baseline,1,Generalization_RightConstruction_1093__s3__baseline
1351,block-0450,Generalization_RightConstruction_1093,RightConstruction_093,Generalization,3,30093,temporal,2,Generalization_RightConstruction_1093__s3__temporal
1352,block-0450,Generalization_RightConstruction_1093,RightConstruction_093,Generalization,3,30093,current_frame,3,Generalization_RightConstruction_1093__s3__current_frame
1353,block-0451,Base_ConstructionPermutations_0019,ConstructionPermutations_019,Base,1,10019,current_frame,1,Base_ConstructionPermutations_0019__s1__current_frame
1354,block-0451,Base_ConstructionPermutations_0019,ConstructionPermutations_019,Base,1,10019,baseline,2,Base_ConstructionPermutations_0019__s1__baseline
1355,block-0451,Base_ConstructionPermutations_0019,ConstructionPermutations_019,Base,1,10019,temporal,3,Base_ConstructionPermutations_0019__s1__temporal
1356,block-0452,Generalization_FullyBlocked_1032,FullyBlocked_032,Generalization,3,30032,baseline,1,Generalization_FullyBlocked_1032__s3__baseline
1357,block-0452,Generalization_FullyBlocked_1032,FullyBlocked_032,Generalization,3,30032,temporal,2,Generalization_FullyBlocked_1032__s3__temporal
1358,block-0452,Generalization_FullyBlocked_1032,FullyBlocked_032,Generalization,3,30032,current_frame,3,Generalization_FullyBlocked_1032__s3__current_frame
1359,block-0453,Base_BadParking_0007,BadParking_007,Base,2,20007,baseline,1,Base_BadParking_0007__s2__baseline
1360,block-0453,Base_BadParking_0007,BadParking_007,Base,2,20007,current_frame,2,Base_BadParking_0007__s2__current_frame
1361,block-0453,Base_BadParking_0007,BadParking_007,Base,2,20007,temporal,3,Base_BadParking_0007__s2__temporal
1362,block-0454,Base_PassableObstacles_0063,PassableObstacles_063,Base,2,20063,temporal,1,Base_PassableObstacles_0063__s2__temporal
1363,block-0454,Base_PassableObstacles_0063,PassableObstacles_063,Base,2,20063,current_frame,2,Base_PassableObstacles_0063__s2__current_frame
1364,block-0454,Base_PassableObstacles_0063,PassableObstacles_063,Base,2,20063,baseline,3,Base_PassableObstacles_0063__s2__baseline
1365,block-0455,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,1,10070,baseline,1,Generalization_PedestrianOtherBlocker_1070__s1__baseline
1366,block-0455,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,1,10070,temporal,2,Generalization_PedestrianOtherBlocker_1070__s1__temporal
1367,block-0455,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,1,10070,current_frame,3,Generalization_PedestrianOtherBlocker_1070__s1__current_frame
1368,block-0456,Base_RightConstruction_0094,RightConstruction_094,Base,3,30094,current_frame,1,Base_RightConstruction_0094__s3__current_frame
1369,block-0456,Base_RightConstruction_0094,RightConstruction_094,Base,3,30094,temporal,2,Base_RightConstruction_0094__s3__temporal
1370,block-0456,Base_RightConstruction_0094,RightConstruction_094,Base,3,30094,baseline,3,Base_RightConstruction_0094__s3__baseline
1371,block-0457,Generalization_CustomObstacles_1026,CustomObstacles_026,Generalization,1,10026,temporal,1,Generalization_CustomObstacles_1026__s1__temporal
1372,block-0457,Generalization_CustomObstacles_1026,CustomObstacles_026,Generalization,1,10026,current_frame,2,Generalization_CustomObstacles_1026__s1__current_frame
1373,block-0457,Generalization_CustomObstacles_1026,CustomObstacles_026,Generalization,1,10026,baseline,3,Generalization_CustomObstacles_1026__s1__baseline
1374,block-0458,Generalization_Wall_1097,Wall_097,Generalization,1,10097,current_frame,1,Generalization_Wall_1097__s1__current_frame
1375,block-0458,Generalization_Wall_1097,Wall_097,Generalization,1,10097,baseline,2,Generalization_Wall_1097__s1__baseline
1376,block-0458,Generalization_Wall_1097,Wall_097,Generalization,1,10097,temporal,3,Generalization_Wall_1097__s1__temporal
1377,block-0459,Base_CustomObstacles_0024,CustomObstacles_024,Base,1,10024,baseline,1,Base_CustomObstacles_0024__s1__baseline
1378,block-0459,Base_CustomObstacles_0024,CustomObstacles_024,Base,1,10024,temporal,2,Base_CustomObstacles_0024__s1__temporal
1379,block-0459,Base_CustomObstacles_0024,CustomObstacles_024,Base,1,10024,current_frame,3,Base_CustomObstacles_0024__s1__current_frame
1380,block-0460,Generalization_CustomObstacles_1021,CustomObstacles_021,Generalization,2,20021,temporal,1,Generalization_CustomObstacles_1021__s2__temporal
1381,block-0460,Generalization_CustomObstacles_1021,CustomObstacles_021,Generalization,2,20021,current_frame,2,Generalization_CustomObstacles_1021__s2__current_frame
1382,block-0460,Generalization_CustomObstacles_1021,CustomObstacles_021,Generalization,2,20021,baseline,3,Generalization_CustomObstacles_1021__s2__baseline
1383,block-0461,Generalization_FullyBlocked_1033,FullyBlocked_033,Generalization,3,30033,baseline,1,Generalization_FullyBlocked_1033__s3__baseline
1384,block-0461,Generalization_FullyBlocked_1033,FullyBlocked_033,Generalization,3,30033,temporal,2,Generalization_FullyBlocked_1033__s3__temporal
1385,block-0461,Generalization_FullyBlocked_1033,FullyBlocked_033,Generalization,3,30033,current_frame,3,Generalization_FullyBlocked_1033__s3__current_frame
1386,block-0462,Base_Animals_0078,Animals_078,Base,3,30078,temporal,1,Base_Animals_0078__s3__temporal
1387,block-0462,Base_Animals_0078,Animals_078,Base,3,30078,current_frame,2,Base_Animals_0078__s3__current_frame
1388,block-0462,Base_Animals_0078,Animals_078,Base,3,30078,baseline,3,Base_Animals_0078__s3__baseline
1389,block-0463,Base_PassableObstacles_0062,PassableObstacles_062,Base,3,30062,temporal,1,Base_PassableObstacles_0062__s3__temporal
1390,block-0463,Base_PassableObstacles_0062,PassableObstacles_062,Base,3,30062,current_frame,2,Base_PassableObstacles_0062__s3__current_frame
1391,block-0463,Base_PassableObstacles_0062,PassableObstacles_062,Base,3,30062,baseline,3,Base_PassableObstacles_0062__s3__baseline
1392,block-0464,Base_ConstructionPedestrian_0011,ConstructionPedestrian_011,Base,1,10011,temporal,1,Base_ConstructionPedestrian_0011__s1__temporal
1393,block-0464,Base_ConstructionPedestrian_0011,ConstructionPedestrian_011,Base,1,10011,current_frame,2,Base_ConstructionPedestrian_0011__s1__current_frame
1394,block-0464,Base_ConstructionPedestrian_0011,ConstructionPedestrian_011,Base,1,10011,baseline,3,Base_ConstructionPedestrian_0011__s1__baseline
1395,block-0465,Generalization_Animals_1082,Animals_082,Generalization,3,30082,baseline,1,Generalization_Animals_1082__s3__baseline
1396,block-0465,Generalization_Animals_1082,Animals_082,Generalization,3,30082,current_frame,2,Generalization_Animals_1082__s3__current_frame
1397,block-0465,Generalization_Animals_1082,Animals_082,Generalization,3,30082,temporal,3,Generalization_Animals_1082__s3__temporal
1398,block-0466,Base_ConstructionPedestrian_0014,ConstructionPedestrian_014,Base,3,30014,baseline,1,Base_ConstructionPedestrian_0014__s3__baseline
1399,block-0466,Base_ConstructionPedestrian_0014,ConstructionPedestrian_014,Base,3,30014,current_frame,2,Base_ConstructionPedestrian_0014__s3__current_frame
1400,block-0466,Base_ConstructionPedestrian_0014,ConstructionPedestrian_014,Base,3,30014,temporal,3,Base_ConstructionPedestrian_0014__s3__temporal
1401,block-0467,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,1,10034,temporal,1,Generalization_FullyBlocked_1034__s1__temporal
1402,block-0467,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,1,10034,baseline,2,Generalization_FullyBlocked_1034__s1__baseline
1403,block-0467,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,1,10034,current_frame,3,Generalization_FullyBlocked_1034__s1__current_frame
1404,block-0468,Generalization_FullyBlocked_1030,FullyBlocked_030,Generalization,2,20030,current_frame,1,Generalization_FullyBlocked_1030__s2__current_frame
1405,block-0468,Generalization_FullyBlocked_1030,FullyBlocked_030,Generalization,2,20030,baseline,2,Generalization_FullyBlocked_1030__s2__baseline
1406,block-0468,Generalization_FullyBlocked_1030,FullyBlocked_030,Generalization,2,20030,temporal,3,Generalization_FullyBlocked_1030__s2__temporal
1407,block-0469,Base_PassableObstacles_0061,PassableObstacles_061,Base,1,10061,baseline,1,Base_PassableObstacles_0061__s1__baseline
1408,block-0469,Base_PassableObstacles_0061,PassableObstacles_061,Base,1,10061,temporal,2,Base_PassableObstacles_0061__s1__temporal
1409,block-0469,Base_PassableObstacles_0061,PassableObstacles_061,Base,1,10061,current_frame,3,Base_PassableObstacles_0061__s1__current_frame
1410,block-0470,Base_OppositeConstruction_0051,OppositeConstruction_051,Base,2,20051,temporal,1,Base_OppositeConstruction_0051__s2__temporal
1411,block-0470,Base_OppositeConstruction_0051,OppositeConstruction_051,Base,2,20051,baseline,2,Base_OppositeConstruction_0051__s2__baseline
1412,block-0470,Base_OppositeConstruction_0051,OppositeConstruction_051,Base,2,20051,current_frame,3,Base_OppositeConstruction_0051__s2__current_frame
1413,block-0471,Base_HardBrake_0037,HardBrake_037,Base,2,20037,temporal,1,Base_HardBrake_0037__s2__temporal
1414,block-0471,Base_HardBrake_0037,HardBrake_037,Base,2,20037,baseline,2,Base_HardBrake_0037__s2__baseline
1415,block-0471,Base_HardBrake_0037,HardBrake_037,Base,2,20037,current_frame,3,Base_HardBrake_0037__s2__current_frame
1416,block-0472,Generalization_ConstructionPedestrian_1013,ConstructionPedestrian_013,Generalization,1,10013,baseline,1,Generalization_ConstructionPedestrian_1013__s1__baseline
1417,block-0472,Generalization_ConstructionPedestrian_1013,ConstructionPedestrian_013,Generalization,1,10013,temporal,2,Generalization_ConstructionPedestrian_1013__s1__temporal
1418,block-0472,Generalization_ConstructionPedestrian_1013,ConstructionPedestrian_013,Generalization,1,10013,current_frame,3,Generalization_ConstructionPedestrian_1013__s1__current_frame
1419,block-0473,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,1,10023,current_frame,1,Generalization_CustomObstacles_1023__s1__current_frame
1420,block-0473,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,1,10023,baseline,2,Generalization_CustomObstacles_1023__s1__baseline
1421,block-0473,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,1,10023,temporal,3,Generalization_CustomObstacles_1023__s1__temporal
1422,block-0474,Base_Animals_0084,Animals_084,Base,3,30084,current_frame,1,Base_Animals_0084__s3__current_frame
1423,block-0474,Base_Animals_0084,Animals_084,Base,3,30084,temporal,2,Base_Animals_0084__s3__temporal
1424,block-0474,Base_Animals_0084,Animals_084,Base,3,30084,baseline,3,Base_Animals_0084__s3__baseline
1425,block-0475,Base_PassableObstacles_0064,PassableObstacles_064,Base,2,20064,temporal,1,Base_PassableObstacles_0064__s2__temporal
1426,block-0475,Base_PassableObstacles_0064,PassableObstacles_064,Base,2,20064,baseline,2,Base_PassableObstacles_0064__s2__baseline
1427,block-0475,Base_PassableObstacles_0064,PassableObstacles_064,Base,2,20064,current_frame,3,Base_PassableObstacles_0064__s2__current_frame
1428,block-0476,Generalization_BadParking_1001,BadParking_001,Generalization,2,20001,temporal,1,Generalization_BadParking_1001__s2__temporal
1429,block-0476,Generalization_BadParking_1001,BadParking_001,Generalization,2,20001,current_frame,2,Generalization_BadParking_1001__s2__current_frame
1430,block-0476,Generalization_BadParking_1001,BadParking_001,Generalization,2,20001,baseline,3,Generalization_BadParking_1001__s2__baseline
1431,block-0477,Generalization_PassableObstacles_1061,PassableObstacles_061,Generalization,3,30061,current_frame,1,Generalization_PassableObstacles_1061__s3__current_frame
1432,block-0477,Generalization_PassableObstacles_1061,PassableObstacles_061,Generalization,3,30061,temporal,2,Generalization_PassableObstacles_1061__s3__temporal
1433,block-0477,Generalization_PassableObstacles_1061,PassableObstacles_061,Generalization,3,30061,baseline,3,Generalization_PassableObstacles_1061__s3__baseline
1434,block-0478,Generalization_Animals_1083,Animals_083,Generalization,3,30083,current_frame,1,Generalization_Animals_1083__s3__current_frame
1435,block-0478,Generalization_Animals_1083,Animals_083,Generalization,3,30083,baseline,2,Generalization_Animals_1083__s3__baseline
1436,block-0478,Generalization_Animals_1083,Animals_083,Generalization,3,30083,temporal,3,Generalization_Animals_1083__s3__temporal
1437,block-0479,Generalization_Animals_1079,Animals_079,Generalization,2,20079,temporal,1,Generalization_Animals_1079__s2__temporal
1438,block-0479,Generalization_Animals_1079,Animals_079,Generalization,2,20079,current_frame,2,Generalization_Animals_1079__s2__current_frame
1439,block-0479,Generalization_Animals_1079,Animals_079,Generalization,2,20079,baseline,3,Generalization_Animals_1079__s2__baseline
1440,block-0480,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,2,20070,temporal,1,Generalization_PedestrianOtherBlocker_1070__s2__temporal
1441,block-0480,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,2,20070,baseline,2,Generalization_PedestrianOtherBlocker_1070__s2__baseline
1442,block-0480,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,2,20070,current_frame,3,Generalization_PedestrianOtherBlocker_1070__s2__current_frame
1443,block-0481,Generalization_ConstructionPermutations_1015,ConstructionPermutations_015,Generalization,1,10015,temporal,1,Generalization_ConstructionPermutations_1015__s1__temporal
1444,block-0481,Generalization_ConstructionPermutations_1015,ConstructionPermutations_015,Generalization,1,10015,current_frame,2,Generalization_ConstructionPermutations_1015__s1__current_frame
1445,block-0481,Generalization_ConstructionPermutations_1015,ConstructionPermutations_015,Generalization,1,10015,baseline,3,Generalization_ConstructionPermutations_1015__s1__baseline
